product_id,product_size,product_title,product_upc,productlink_id,productlink_buyprice,productlink_presale,productlink_price
774,250 mL btl,Listerine Antiseptic Mouthwash,,6848,3.67,7.49,3.94
775,1 LTR,Listerine Antiseptic Mouthwash,,6849,4.56,7.49,5.84
780,250 mL btl,Listerine Mouthwash - Advanced Tartar Control,,6854,3.67,7.49,3.94
781,1LTR BTL,Listerine Mouthwash - Advanced Tartar Control,,6855,4.56,7.49,5.84
778,250 mL btl,Listerine Mouthwash - Citrus,,6852,3.67,7.49,3.94
779,1 LTR BTL,Listerine Mouthwash - Citrus,,6853,4.56,7.49,5.84
776,250 mL btl,Listerine Mouthwash - Cool Mint,,6850,3.67,7.49,3.94
777,1 LTR BTL,Listerine Mouthwash - Cool Mint,,6851,4.56,7.49,5.84
3154,6 ct box,Little Debbie Boston CrÃ¨me Rolls,,9274,1.79,7.49,2.27
1456,6 ea,Little Debbie Donut Sticks ,,7530,1.79,7.49,1.97
1457,6 ea,Little Debbie Frosted Mini Donuts ,,7531,1.99,7.49,2.19
3155,6 ct box,Little Debbie Fudge Brownies w/ Walnuts 2ct pkg,,9275,1.59,7.49,2.02
3156,6 ct box,Little Debbie Iced Honey Buns,,9276,1.59,7.49,2.02
1458,6 ea,Little Debbie Mini Powdered Donuts ,,7532,1.99,7.49,2.19
1494,6 ea,Little Debbie Muffins - Blueberry ,,7568,2.59,7.49,3.5
1495,6 ea,Little Debbie Muffins; Banana Nut ,,7569,2.59,7.49,3.5
1496,6 ea,Little Debbie Muffins; Chocolate Chips ,,7570,2.59,7.49,3.5
3157,12 ct box,Little Debbie Nutty Bars,,9277,1.59,7.49,2.02
3158,12 ct box,Little Debbie Oatmeal Creme Pies,,9278,1.59,7.49,2.02
3159,12 ct box,Little Debbie Peanut Butter Bars,,9279,1.56,7.49,1.98
3160,8 ct box,Little Debbie Pecan Spinwheels,,9280,1.59,7.49,2.02
3161,6 ct box,Little Debbie Strawberry Shortcake Rolls,,9281,1.79,7.49,2.27
3162,6 ct box,Little Debbie Swiss Cake Rolls 2ct pkg,,9282,1.59,7.49,2.02
3163,10 ct box,Little Debbie Zebra Cakes,,9283,1.79,7.49,2.27
1840,3 oz. pkgs,Little Debbie® Oatmeal Cream Pies- Box of 12 ,,7941,4.88,7.49,5.73
3384,8 oz,Lorraine Cheese Original Deli Slices ,,9503,4.49,7.49,5.97
3385,8 oz,Lorraine Cheese Reduced Fat Deli Slices ,,9504,4.49,7.49,5.97
4423,6 ea,Luigi's Real Italian Ice; Lemon ,,10520,2.99,7.49,3.59
4424,6 ea,Luigi's Real Italian Ice; Variety Pack ,,10521,2.99,7.49,3.59
5072,24 oz,Lysol Cling Toilet Bowl Cleaner Pacific Fresh Scent ,,11180,2.79,7.49,3.52
5073,24 oz,Lysol Deep Reach Toilet Bowl Cleaner ,,11181,2.79,7.49,3.52
5078,32 oz,Lysol Disinfectant Basin Tub & Tile Cleaner Spray ,,11186,3.79,7.49,4.78
5079,24 oz,Lysol Disinfectant Basin; Tub & Tile Cleaner ,,11187,2.99,7.49,3.77
5074,24 oz,Lysol Disinfectant Toilet Bowl Cleaner ,,11182,2.79,7.49,3.52
5075,2 ea,Lysol Power Toilet Bowl Cleaner Twin Pack ,,11183,4.37,7.49,5.51
5076,24 oz,Lysol Power Toilet Bowl Cleaner with Bleach ,,11184,2.79,7.49,3.52
5077,24 oz,Lysol Toilet Bowl Cleaner; Country Scent ,,11185,2.79,7.49,3.52
2335,32 oz btl,Lysol® Toilet Bowl Cleaner - 4 Pack,,8448,7.72,7.49,9.07
2103,30 ct.,M & M® Bite Size Cookies - 30 pack,,8207,7.08,7.49,8.32
2789,1 BAG,M&M's,,8909,0.64,7.49,0.84
2790,1 BAG,M&M's - Peanut,,8910,0.64,7.49,0.84
2083,30 ct. pkg,M&Ms® Bite Size Cookies- 30 Pack,,8187,7.08,7.49,8.32
2084,56 oz bag,M&Ms® Happy Holidays Mix  Big Bag,,8188,9.14,7.49,10.74
2085,56 oz bag,M&Ms® Happy Holidays Mix Big Bag,,8189,7.88,7.49,9.26
2086,56 oz bag,M&Ms® Milk Chocolate  Big Bag,,8190,8.42,7.49,9.89
2087,1.7 oz bags,M&Ms® Milk Chocolate Candies - 48 Pack ,,8191,19.28,7.49,22.65
2088,1 oz bags,M&Ms® Mini Candies - 24 Pack ,,8192,11.88,7.49,13.96
2089,1.7 oz bags,M&Ms® Peanut  Candies - 48 Pack ,,8193,19.28,7.49,22.65
2090,56 oz bag,M&Ms® Peanut Big Bag,,8194,9.14,7.49,10.74
2091,1.6 oz bags,M&Ms® Peanut Butter Candies - 24 Pack ,,8195,10.09,7.49,11.86
4738,500 ea,Madri Gras Napkins 500 ct ,,10843,3.44,7.49,4.3
2218,6 ct.,Mango - 6 ct.,,8331,7.18,7.49,8.44
3386,8 oz,Maple Leaf Pepper Jack Cheese Slices ,,9505,3.79,7.49,5.04
2294,1200 ct ,Marathon® Dinner Napkins - 1200 ct.,,8407,18.46,7.49,21.69
4739,250 ea,Mardi Gras Napkins 250 ct ,,10844,1.82,7.49,2.28
1961,50 oz bag,Mariani® Pitted Prunes - Big Bag,,8050,6.98,7.49,8.2
1889,2.5 oz pkgs.,Maruchan® Ramen Instant Lunch Chicken Flavor- 24 Pack,,7978,6.83,7.49,8.03
1882,2.5 oz pkgs,Maruchan® Ramen Instant Lunch Chicken Flavor- 24 Pack,,7971,6.84,7.49,8.04
14,10 ea,Maxwell House Coffee; Ground Filter Packs; Naturally Decaffeinated; Rich ,,6087,4.93,7.49,5.82
15,10 ea,Maxwell House Coffee; Ground Filter Packs; Rich ,,6088,3.79,7.49,4.47
16,31.5 oz,Maxwell House Coffee; Ground; 100% Colombian; Medium Dark ,,6089,7.49,7.49,8.84
17,33 oz,Maxwell House Coffee; Ground; Breakfast Blend; Mild ,,6090,7.49,7.49,8.84
18,11 oz,Maxwell House Coffee; Ground; Dark; Dark Roast ,,6091,4.18,7.49,4.93
19,33 oz,Maxwell House Coffee; Ground; Decaf Original Roast; Medium ,,6092,11.39,7.49,13.44
20,33 oz,Maxwell House Coffee; Ground; French Roast; Medium Dark ,,6093,7.49,7.49,8.84
21,11 oz,Maxwell House Coffee; Ground; Lite; Medium ,,6094,4.18,7.49,4.93
22,33 oz,Maxwell House Coffee; Ground; Lite; Medium ,,6095,7.49,7.49,8.84
23,34.5 oz,Maxwell House Coffee; Ground; Master Blend; Mild ,,6096,6.49,7.49,7.66
24,11 oz,Maxwell House Coffee; Ground; Medium Dark; French Roast ,,6097,4.18,7.49,4.93
25,11 oz,Maxwell House Coffee; Ground; Medium; Hazelnut ,,6098,5.29,7.49,6.24
26,11.5 oz,Maxwell House Coffee; Ground; Medium; Original Roast ,,6099,4.18,7.49,4.93
27,11 oz,Maxwell House Coffee; Ground; Medium; Original Roast; Decaf ,,6100,5.29,7.49,6.24
28,10.5 oz,Maxwell House Coffee; Ground; Medium/Dark; 100% Colombian ,,6101,4.18,7.49,4.93
29,11 oz,Maxwell House Coffee; Ground; Medium/Dark; French Roast; Decaf ,,6102,5.29,7.49,6.24
30,11 oz,Maxwell House Coffee; Ground; Medium/Dark; South Pacific Blend ,,6103,4.18,7.49,4.93
31,11 oz,Maxwell House Coffee; Ground; Mild; Breakfast Blend ,,6104,3.59,7.49,4.24
32,11.5 oz,Maxwell House Coffee; Ground; Mild; Master Blend ,,6105,4.18,7.49,4.93
33,34.5 oz,Maxwell House Coffee; Ground; Original Roast; Medium ,,6106,7.49,7.49,8.84
34,33 oz,Maxwell House Coffee; Ground; Slow Roast; Medium ,,6107,7.49,7.49,8.84
75,8 oz,Maxwell House Coffee; Instant; Original ,,6148,6.69,7.49,8.36
76,8 oz,Maxwell House Coffee; Instant; Original; Decaffeinated ,,6149,6.25,7.49,7.81
77,4 oz,Maxwell House Rich Instant Coffee ,,6150,3.49,7.49,4.36
78,8 oz,Maxwell House Sanka Instant Coffee Naturally Decaffeinated ,,6151,7.39,7.49,9.24
4139,26 oz,McCain Smiles ,,10236,3.59,7.49,4.31
2299,390 ct pkg,Members Mark® Clear Combo Cutlery Spoons/Knives/Forks,,8412,9.89,7.49,11.62
2318,85 ct box,Members Mark® Facial Tissue Cube Box  - 3-Ply - 10 Pack,,8431,9.88,7.49,11.61
2301,70 ct. pkg,Members Mark® Fancy Clear Plastic Plates - 6 1/4,,8414,8.84,7.49,10.39
2302,40 ct. pkg,Members Mark® Fancy Clear Plastic Plates - 9,,8415,9.88,7.49,11.61
1969,1.9 oz bags,Members Mark® Fruti Snacks Variety - 72 Pack,,8058,8.72,7.49,10.25
1962,36 oz.,Members Mark® Mediterranean Apricots,,8051,6.22,7.49,7.31
1963,48 oz bag,Members Mark® Mountain Trail Mix,,8052,8.36,7.49,9.82
2342,100 Count Box,Members Mark® Powder Free Disposable Gloves ,,8455,6.29,7.49,7.39
4651,5 oz,Michelina's Pizza Snack Rolls; Snackers ,,10748,1,7.49,1.27
2071,4.5 lb bag,Mike & Ike® Assorted Falvors -Big Bag,,8175,6.84,7.49,8.04
2791,1 BAR,Milky Way,,8911,0.64,7.49,0.84
189,10 ea,Minute Maid 100% Juice; Apple ,,6262,2.99,7.49,3.53
190,10 ea,Minute Maid 100% Juice; Fruit Punch ,,6263,2.99,7.49,3.53
191,10 ea,Minute Maid Box 10pk Apple Strawberry 100% ,,6264,2.99,7.49,3.53
192,7 oz,Minute Maid Box 40pk Grape Frt Pnch Apple Mix Brry ,,6265,9.99,7.49,11.79
193,10 ea,Minute Maid Flavored Fruit Drink; Pink Lemonade ,,6266,1.99,7.49,2.35
194,10 ea,Minute Maid Juice; Apple White Grape ,,6267,2.99,7.49,3.53
195,10 ea,Minute Maid Juice; Mixed Berry ,,6268,2.99,7.49,3.53
196,10 ea,Minute Maid Orange Juice ,,6269,3.49,7.49,4.12
1498,8 ct bag,Mission Burrito Tortillas,,7572,2.38,7.49,2.99
1499,8 ct,Mission Burrito Tortillas - Low Carb,,7573,4.42,7.49,5.04
1500,8 ct,Mission Fajita Tortillas,,7574,1.96,7.49,2.59
1502,10 ct,Mission Fajita Tortillas - Low Carb,,7576,3.92,7.49,4.54
1501,10 ct,Mission Fajita Tortillas - Whole Wheat,,7575,2.54,7.49,3.14
1503,6 ct,Mission Wraps - Garden Spinach Herb,,7577,2.97,7.49,3.59
1504,6 ct,Mission Wraps - Zesty Garlic Herb,,7578,2.97,7.49,3.59
5118,32 oz,Mop & Glo Floor Cleaner; Multi-Surface; Fresh Citrus Scent ,,11226,5.59,7.49,6.54
5691,100 ea,Motrin IB Capsule Shaped Tablets ,,11776,8.39,7.49,10.49
133,64 OZ,Mott's Apple Juice,,6206,2.86,7.49,3.44
134,64 OZ BTL,Mott's Light Apple Juice,,6207,2.86,7.49,3.44
5775,23 oz jar,Motts Applesauce,,11860,2.19,7.49,2.83
5776,48 OZ JAR,Motts Applesauce,,11861,2.99,7.49,3.86
5777,24 oz jar,Motts Applesauce - Cinnamon,,11862,2.19,7.49,2.83
5778,24 oz jar,Motts Applesauce - Unsweetened,,11863,2.19,7.49,2.83
5780,4 OZ CUP,Motts Applesauce Cups - Cinnamon 6pk,,11865,2.29,7.49,2.95
5781,4 OZ CUP,Motts Applesauce Cups - Mixed Berry 6pk,,11866,2.29,7.49,2.95
5782,4 OZ CUP,Motts Applesauce Cups - Strawberry 6pk,,11867,2.29,7.49,2.95
5783,4 OZ CUP,Motts Applesauce Cups - Strawberry Banana 6pk,,11868,2.29,7.49,2.95
5784,4 OZ CUP,Motts Applesauce Cups - Unsweetened 6pk,,11869,2.29,7.49,2.95
5779,4 OZ CUP,Motts Applesauce Cups 6pk,,11864,2.29,7.49,2.95
197,9 ea,Motts For Tots Apple Juice 9 Pack ,,6270,3.35,7.49,3.95
79,7 oz,Mountain Blend Coffee Beverage; Instant; Extra Smooth ,,6152,5.49,7.49,6.86
429,2 LTR BTL,Mountain Dew,,6503,1.38,7.49,1.89
466,12 OZ CAN,Mountain Dew,,6540,3.44,7.49,4.99
467,12 oz can,Mountain Dew - Code Red,,6541,4.68,7.49,4.99
468,12 OZ CAN,Mountain Dew - Diet,,6542,4.68,7.49,4.99
430,2 L btl,Mountain Dew - Diet,,6504,1.38,7.49,1.89
469,12 oz can,Mountain Dew - Diet Code Red,,6543,4.28,7.49,4.89
448,2 LTR BTL,Mug Root Beer,,6522,1.25,7.49,1.79
497,12 OZ CAN,Mug Root Beer,,6571,4.28,7.49,4.89
2230,6 ct,Multi Color Bell Peppers - 6 Pack,,8343,6.86,7.49,8.06
2231,2 Lbs.,Multi Color Mini Sweet Peppers - 2 Lb. Bag,,8344,4.88,7.49,5.73
5107,18 ea,Murphy's Oil Soap Soft Wipes ,,11215,3.99,7.49,4.67
5108,32 oz,Murphy's Oil Soap Squirt & Mop ,,11216,3.99,7.49,4.67
2104,1 lb 3 oz,Nabisco® 100 Calorie Variety - Mr. Salty/Lorna Doone - 26 Pack,,8208,7.98,7.49,9.38
2105,12 oz pkgs,Nabisco® Chips Ahoy! - 4 Pack,,8209,5.56,7.49,6.53
2106,30 ct. ,Nabisco® Lorna Doone Shortbread Cookies - 30 Pack,,8210,8.12,7.49,9.54
2107,1.5 oz pkgs,Nabisco® Mini Oreo® Cookies - 30 Pack,,8211,9.28,7.49,10.9
2108,1 oz pkgs,Nabisco® MIni Snack Variety pack - 36 Pack,,8212,9.88,7.49,11.61
2109,15 oz pkgs,Nabisco® Nilla® Wafers - 2 Pack,,8213,4.88,7.49,5.73
2110,1.9 oz pkgs,Nabisco® Nutter Butter Cookies - 24 Pack,,8214,8.12,7.49,9.54
2111,30 ct.,Nabisco® Oreo® Cookies - 30 Pack,,8215,8.3,7.49,9.75
1951,3 lb box,Nabisco® Premium Saltine Crackers - 3 lb box,,8040,4.34,7.49,5.1
1952,1.5 oz bags,Nabisco® Ritz Bits Sandwiches w/Cheese - 30 Pack,,8041,9.36,7.49,11
1953,12 oz bags,Nabisco® Ritz Crackers - 4 Pack,,8042,6.28,7.49,7.38
1758,32 oz bottle,Naked® Blue Machine Smoothie - 2 Pack,,7953,6.88,7.49,8.08
1759,32 oz bottle,Naked® Green Machine Smoothie - 2 Pack,,7954,6.88,7.49,8.08
1760,32 oz bottle,Naked® Pomegranate Blueberry 100% Juice - 2 Pack,,7955,9.12,7.49,10.72
1761,10 oz bottle,Naked® Variety Juice Pack  - 8Pack,,7956,11.04,7.49,12.97
1762,32 oz bottle,Naked® Variety Smoothie - 2 Pack,,7957,6.88,7.49,8.08
3073,6 ct box,Nature Valley Chewy Trail Mix Bars - Almond Crunch,,9193,2.89,7.49,3.67
3074,6 ct box,Nature Valley Chewy Trail Mix Bars - Fruit & Nut,,9194,2.89,7.49,3.67
3075,6 ct box,Nature Valley Chewy Trail Mix Bars - Honey Nut,,9195,2.89,7.49,3.67
3076,6 ct box,Nature Valley Chewy Trail Mix Bars - Mixed Berry,,9196,2.89,7.49,3.67
3077,6 ct box,Nature Valley Crunchy Granola Bars - Oat Honey 2ct pkg,,9197,2.89,7.49,3.67
3078,6 ct box,Nature Valley Crunchy Granola Bars - Peanut Crunch 2ct pkg,,9198,2.89,7.49,3.67
3079,6 ct box,Nature Valley Crunchy Granola Bars - Pecan 2ct pkg,,9199,2.89,7.49,3.67
3080,6 ct box,Nature Valley Crunchy Granola Bars - Vanilla Nut 2ct pkg,,9200,2.89,7.49,3.67
3081,6 ct box,Nature Valley Crunkcy Granola Bars - Roasted Almond 2ct pkg,,9201,2.89,7.49,3.67
3082,8 ct box,Nature Valley Yogurt Bars - Strawberry,,9202,2.89,7.49,3.67
3083,8 ct box,Nature Valley Yogurt Bars - Vanilla,,9203,2.89,7.49,3.67
1853,35 Bars,Nature Valley® Chewy Trail Mix Bars - 30 ct,,8122,8.32,7.49,9.78
1981,16 oz bag,Nature Valley® Granola Nut Clusters Roasted Almond,,8070,6.97,7.49,8.19
1854,30 bars,Nature Valley® Nut Lovers Granola Bars Variety Pack - 30 bars,,8123,8.32,7.49,9.78
1855,30 bars,Nature Valley® Oat n Honey Granola Bars - 30 Pack,,8124,8.32,7.49,9.78
1856,30 Bars,Nature Valley® Sweet & Salty Nut Granola Bars - 30 ct,,8125,8.32,7.49,9.78
1121,18 oz,Nature's Gate Body Wash; Aloe Vera ,,7195,7.49,7.49,9.36
2574,14 oz,Nature's Path Cereal; Blueberry Cinnamon ,,8700,4.49,7.49,5.61
2575,13.25 oz,Nature's Path Cereal; Multibran ,,8701,4.49,7.49,5.61
2576,11.5 oz,Nature's Path Organic Pomegran Plus Granola with Cherries Cereal ,,8702,4.49,7.49,5.61
80,7 oz,Nescafe Clasico Decaf ,,6153,5.64,7.49,7.05
81,7 oz,Nescafe Coffee; Gourmet Instant; Original ,,6154,8.99,7.49,11.24
82,7 oz,Nescafe Coffee; Instant; Gourmet; Decaffeinated; Light/Medium ,,6155,9.19,7.49,11.49
3571,13.5 oz,Nesquik Milk Shake; Chocolate ,,9690,1.5,7.49,1.77
3572,16 oz,Nesquik Milk; Reduced Fat; Chocolate ,,9691,1.5,7.49,1.77
470,12 OZ CAN,Nestea Iced Tea Cool Lemon,,6544,2.75,7.49,3.94
390,10 ea,Nestle Abuelita Packets ,,6464,3.29,7.49,4.05
2792,1 BAR,Nestle Crunch,,8912,0.64,7.49,0.84
4389,4 ea,Nestle Drumstick Vanilla ,,10486,3.49,7.49,4.19
4390,4 ea,Nestle Drumstick Vanilla Caramel ,,10487,3.49,7.49,4.19
4391,4 ea,Nestle Drumstick Vanilla Fudge ,,10488,3.49,7.49,4.19
391,27.7 oz,Nestle Hot Cocoa Can Rich Chocolate ,,6465,5.93,7.49,7.29
392,8 ea,Nestle Hot Cocoa Envelopes Sugar Free Rich Choc ,,6466,2.69,7.49,3.31
393,8 ea,Nestle Hot Cocoa Mix; Chocolate Caramel ,,6467,2.39,7.49,2.94
394,10 ea,Nestle Hot Cocoa Mix; Mini Marshmallows ,,6468,2.39,7.49,2.94
395,10 ea,Nestle Hot Cocoa Mix; Rich Milk Chocolate Flavor ,,6469,2.39,7.49,2.94
4392,9 ea,Nestle Push-Up Rainbow Twisters; Assorted ,,10489,3.99,7.49,4.79
4393,4 ea,Nestle Simply Dipped Chocolate Drumstick ,,10490,3.49,7.49,4.19
1461,16.5 oz,Nestle TH Cookie Dough Bar Chocolate Chip ,,7535,2.5,7.49,3.08
1462,12 ea,Nestle TH Cookie Dough Bar Ult Choc Chip Lovers ,,7536,2.5,7.49,3.08
2258,3 oz bars,Nestle® Drumstick Variety  Ice Cream Cones  - 16 Pack,,8371,8.52,7.49,10.01
1122,8.5 oz,Neutrogena Body Scrub ,,7196,6.54,7.49,8.18
1123,16 oz,Neutrogena Rainbath Shower & Bath Gel ,,7197,10.99,7.49,13.74
1124,8.5 oz,Neutrogena Shower and Bath Gel; Refreshing ,,7198,6.99,7.49,8.74
1954,24 oz ,New York Style® Sea Salt Bagel Crsisps -24 oz Bag,,8043,5.28,7.49,6.2
2577,17 oz,Oatmeal Crisp Cereal; Crunchy Almond ,,8703,4.45,7.49,5.56
2578,18 oz,Oatmeal Crisp Cereal; Hearty Raisin ,,8704,4.45,7.49,5.56
753,40 CT BOX,OB No Applicator Tampons - Regular,,6827,6.49,7.49,6.64
754,40 CT BOX,OB No Applicator Tampons - Super,,6828,6.49,7.49,6.64
755,40 CT BOX,OB No Applicator Tampons - Ultra,,6829,6.49,7.49,6.64
135,64 OZ BTL,Ocean Spray Cocktail Juice - Cranberry,,6208,2.74,7.49,3.39
136,3L BTL,Ocean Spray Cocktail Juice - Cranberry,,6209,4.27,7.49,4.84
137,64 OZ BTL,Ocean Spray Cocktail Juice - Cranberry Light,,6210,2.74,7.49,3.39
5809,14 OZ CAN,Ocean Spray Cranberry Sauce - Jellied,,11894,1.99,7.49,2.57
5808,14 OZ CAN,Ocean Spray Cranberry Sauce - Whole Berry,,11893,1.99,7.49,2.57
138,64 OZ BTL,Ocean Spray Juice - 100% Cranberry,,6211,2.74,7.49,3.39
139,64 OZ BTL,Ocean Spray Juice - Cranberry Apple,,6212,2.74,7.49,3.39
140,64 OZ BTL,Ocean Spray Juice - Cranberry Grape,,6213,2.74,7.49,3.39
141,1 GAL BTL,Ocean Spray Juice - Cranberry Grape,,6214,3.86,7.49,4.44
142,64 OZ BTL,Ocean Spray Juice - Ruby Red Grapefruit,,6215,2.42,7.49,3.04
143,64 OZ BTL,Ocean Spray Juice - Ruby Red Grapefruit Light,,6216,2.42,7.49,3.04
144,64 OZ BTL,Ocean Spray Juice - White Cranberry Strawberry,,6217,2.74,7.49,3.39
1964,48 oz. bag,Ocean Spray®  Craisins - Big Bag,,8053,6.98,7.49,8.2
1870,14 oz can,Ocean Spray®  Jellied Cranberry Sauce - 6 Pack,,7959,5.58,7.49,6.56
3783,5.3 oz,Oikos Greek Yogurt ,,9902,1.99,7.49,2.49
1066,23.6 oz,Olay Body Age Defying with Bita Niacin Body Wash ,,7140,6.37,7.49,7.96
1067,8.4 oz,Olay Body Lotion; In Shower; Age Defying With VitaNiacin ,,7141,3.89,7.49,4.86
1068,8.4 oz,Olay Body Lotion; In-Shower; Ultra Moisture with Shea Butter ,,7142,3.89,7.49,4.86
1069,23.6 oz,Olay body Quench body Wash ,,7143,6.37,7.49,7.96
1070,12 oz,Olay Body Ultra Moisture with Shea Butter Body Wash ,,7144,4.24,7.49,5.3
1071,23.6 oz,Olay Body Wash - Botanical Fusion Hydrate ,,7145,5.79,7.49,7.24
1072,23.6 oz,Olay Body Wash - Botanical Fusion Restore ,,7146,5.79,7.49,7.24
1073,18 oz,Olay Body Wash Plus Crème Ribbons with Almond Oil ,,7147,6.37,7.49,7.96
1074,23.6 oz,Olay Body Wash; Daily Purifying ,,7148,6.37,7.49,7.96
1075,23.6 oz,Olay Body Wash; Fresh Reviving with Ginseng ,,7149,6.37,7.49,7.96
1076,23.6 oz,Olay Body Wash; Moisturizing; Sensitive; Unscented ,,7150,6.37,7.49,7.96
1077,18 oz,Olay Body Wash; Plus; Body Butter Ribbons ,,7151,6.37,7.49,7.96
1078,18 oz,Olay Body Wash; Plus; Tone Enriching Ribbons ,,7152,6.37,7.49,7.96
1079,23.6 oz,Olay Body Wash; Ultra Moisture; with Shea Butter ,,7153,6.37,7.49,7.96
1080,23.6 oz,Olay Ultra-Moisture Body Wash - Vanilla Indulgence ,,7154,6.37,7.49,7.96
5801,16 OZ CAN,Old El Paso Refried Beans - Fat Free,,11886,1.05,7.49,1.35
5802,16 OZ CAN,Old El Paso Refried Beans - Traditional,,11887,1.05,7.49,1.35
1505,12 CT BOX,Old El Paso Taco Dinner Kit,,7579,2.36,7.49,2.99
1506,12 CT BOX,Old El Paso Taco Dinner Kit - Hard & Soft,,7580,2.36,7.49,2.99
1507,10 ct box,Old El Paso Taco Dinner Kit - Soft,,7581,2.36,7.49,2.99
1508,12 CT BOX,Old El Paso Taco Shells,,7582,1.16,7.49,1.79
1509,12 CT BOX,Old El Paso Taco Shells - Hard & Soft,,7583,1.47,7.49,2.09
1510,8 ct bag,Old El Paso Tortillas,,7584,1.47,7.49,2.09
5109,16 oz,Old English Almond Oil ,,11217,4.09,7.49,4.79
5110,12.5 oz,Old English Furniture Polish - Almond ,,11218,2.99,7.49,3.5
5111,12.5 oz,Old English Furniture Polish - Lemon ,,11219,2.99,7.49,3.5
5112,8 oz,Old English Scratch Cover; for Dark Woods ,,11220,5.19,7.49,6.07
1081,12 oz,Old Spice Body Wash ,,7155,3.59,7.49,4.49
1082,18 oz,Old Spice Body Wash; Classic Scent ,,7156,3.59,7.49,4.49
1083,18 oz,Old Spice Body Wash; Fresh ,,7157,3.59,7.49,4.49
1084,18 oz,Old Spice Body Wash; Game Day ,,7158,3.59,7.49,4.49
1085,18 oz,Old Spice Body Wash; Pacific Surge ,,7159,3.59,7.49,4.49
1086,18 oz,Old Spice Body Wash; Pure Sport ,,7160,3.59,7.49,4.49
1087,18 oz,Old Spice Hair & Body Wash; Conditioning ,,7161,3.59,7.49,4.49
1088,18 oz,Old Spice High Endurance Body Wash Smooth Blast ,,7162,3.59,7.49,4.49
1089,12 oz,Old Spice Red Zone Body Wash 8 Hour Scent Technology After Hours ,,7163,3.59,7.49,4.49
2238,5 lb bag,Onions Sweet - 5 lb bag,,8351,3.88,7.49,4.56
2239,10 lb bag,Onions Yellow - 10 lb bag,,8352,5.88,7.49,6.91
2215,5 lbs,Oranges Navel - 5 lbs bag,,8328,6.78,7.49,7.97
2225,5 lbs.,Organic Baby Carrots - 5 Lb. Bag,,8338,5.37,7.49,6.31
1391,8 ea,Oroweat Hot Dog Rolls; Wheat ,,7465,3.19,7.49,3.89
1392,8 ea,Oroweat Sandwich Rolls; Wheat ,,7466,3.19,7.49,3.89
1393,8 ea,Oroweat Sandwich Thins; 100% Whole Wheat ,,7467,2.99,7.49,3.65
1394,8 ea,Oroweat Sandwich Thins; Multi-Grain ,,7468,2.99,7.49,3.65
1841,4 oz. pkgs,Otis Spunkmeyer® Muffin Variety - Box of 15 ,,7942,6.88,7.49,8.08
2022,64 oz Jar,Pace®  Mild Picante Sauce - Big Jar,,8111,4.63,7.49,5.44
2268,90 OZ BTL,Palmolive® Ultra Antibacterial Dish Soap,,8381,7.48,7.49,8.79
2269,90 OZ BTL,Palmolive® Ultra Original Dish Soap,,8382,7.48,7.49,8.79
1523,160 ct,Pampers® Cruisers Size 3 - 160 ct ,,7597,39.48,7.49,46.39
1524,140 ct,Pampers® Cruisers Size 4 - 140 ct,,7598,39.48,7.49,46.39
1525,124 ct,Pampers® Cruisers Size 5 -  124 ct,,7599,39.48,7.49,46.39
1526,100 ct,Pampers® Cruisers Size 6 -  100 ct,,7600,39.48,7.49,46.39
1527,234 ct,Pampers® Swaddlers Size 1-2 - 234 ct ,,7601,39.48,7.49,46.39
810,13.5 OZ BTL,Pantene Pro-V 2 In 1 Classic Clean Shampoo + Conditioner,,6884,3.76,7.49,4.29
812,13.5 OZ BTL,Pantene Pro-V Daily Moisture Renewal Conditioner,,6886,3.76,7.49,4.29
811,13.5 OZ BTL,Pantene Pro-V Daily Moisture Renewal Shampoo,,6885,3.76,7.49,4.29
814,13.5 OZ BTL,Pantene Pro-V Hydrating Curls Conditioner,,6888,3.76,7.49,4.29
813,13.5 OZ BTL,Pantene Pro-V Hydrating Curls Shampoo,,6887,3.76,7.49,4.29
815,13.5 OZ BTL,Pantene Pro-V Sheer Volume Conditioner,,6889,3.76,7.49,4.29
816,13.5 OZ BTL,Pantene Pro-V Sheer Volume Shampoo,,6890,3.76,7.49,4.29
817,13.5 OZ BTL,Pantene Pro-V Smooth & Sleek Conditioner,,6891,3.76,7.49,4.29
818,13.5 OZ BTL,Pantene Pro-V Smooth & Sleek Shampoo,,6892,3.76,7.49,4.29
3206,8 oz,Parkay Fat Free Spray ,,9325,1.79,7.49,2.17
3207,12 oz,Parkay Original Squeeze ,,9326,1.79,7.49,2.17
3208,13 oz,Parkay Soft Spread Bowl ,,9327,1.79,7.49,2.17
3209,16 oz,Parkay Vegetable Oil Spread; 60% ,,9328,1.79,7.49,2.17
3210,41 oz,Parkay Vegetable Oil Spread; Whipped ,,9329,3.69,7.49,4.46
1407,8 ea,Pepperidge Farm Buns; Hamburger ,,7481,2.49,7.49,3.04
1408,8 ea,Pepperidge Farm Buns; Hamburger; Soft 100% Whole Wheat ,,7482,2.49,7.49,3.04
1409,8 ea,Pepperidge Farm Buns; Hot Dog; Side Sliced ,,7483,2.49,7.49,3.04
1410,12 ea,Pepperidge Farm Buns; Mini Sandwich; Sliders ,,7484,2.49,7.49,3.04
1411,8 ea,Pepperidge Farm Buns; Sandwich; Onion with Poppy Seeds ,,7485,2.49,7.49,3.04
