product_id,product_size,product_title,product_upc,productlink_id,productlink_buyprice,productlink_presale,productlink_price
2826,6 ct box,100 Calorie Pack - Barnum Animal Chocolate Crackers,,8946,3.29,2.25,10.38
2905,6 ct box,100 Calorie Pack - Cheese Nips Thin Crisps,,9025,2.78,0,3.53
2906,6 ct box,100 Calorie Pack - Cheetos,,9026,2,2.54,2.54
2907,6 ct box,100 Calorie Pack - Chex Cheddar,,9027,1.98,2.54,2.51
2908,6 ct box,100 Calorie Pack - Chex Chocolate Caramel,,9028,1.98,2.54,2.51
2827,6 ct box,100 Calorie Pack - Chips Ahoy! Thin Crisps,,8947,3.29,2.54,4.38
2909,6 ct box,100 Calorie Pack - Doritos,,9029,2,2.54,2.54
2910,5 ct box,100 Calorie Pack - Goldfish,,9030,2.78,2.54,3.53
2825,6 ct box,100 Calorie Pack - Grasshopper Cookies,,8945,3.29,2.54,4.38
2828,6 ct box,100 Calorie Pack - Lorna Doone Shortbread Cookies,,8948,3.29,2.54,4.38
2829,6 ct box,100 Calorie Pack - Oreo Thin Crisps,,8949,3.29,2.54,4.38
2830,6 ct box,100 Calorie Pack - Planters Peanut Butter Cookie Crisps,,8950,3.29,2.54,4.38
2911,6 ct box,100 Calorie Pack - Sun Chips,,9031,2,2.54,2.54
2912,6 ct box,100 Calorie Pack - Wheat Thins Toasted Chips,,9032,2.25,2.54,2.86
1928,30 ct pkg,100 Calorie Variety Snack Packs (Sun Chips®/Cheetos®)- 30 Pack,,8017,9.12,2.54,10.72
2782,1 BAR,3 Musketeers,,8902,0.64,2.54,0.84
2361,12 oz cans,3M® Dust Remover -6 Pack,,8474,17.63,2.54,20.72
425,2 LTR BTL,7-Up,,6499,1.48,2.54,1.89
426,2 LTR BTL,7-Up - Diet,,6500,1.48,2.54,1.89
463,12 oz can,7up,,6537,4.68,2.54,4.99
464,12 oz can,7up - Diet,,6538,4.68,2.54,4.99
444,2 ltr btl,A & W Root Beer,,6518,1.48,2.54,1.89
445,2 ltr btl,A & W Root Beer - Diet,,6519,1.48,2.54,1.89
488,12 oz can,A&W Root Beer,,6562,4.5,2.54,4.89
489,12 oz can,A&W Root Beer - Diet,,6563,4.5,2.54,4.89
2003,3 lb jug,ACT II® Buttery Popcorn Salt - 3 lb jug,,8092,3.34,2.54,3.92
2004,3.3 oz bags,ACT II® Microwave Butter Lovers Popcorn - 28 ct.,,8093,7.84,2.54,9.21
2005,3.3 oz bags,ACT II® Microwave Butter Popcorn- 28 ct.,,8094,7.84,2.54,9.21
2006,1 gal,ACT II® Topping and Popping Oil - 1 Gallon Jug,,8095,9.86,2.54,11.59
1090,13.5 oz,Adidas After Sport 2 In 1 Shampoo/Bodywash For Men ,,7164,3.97,2.54,4.96
1091,14 oz,Adidas Deep Energy Body Wash ,,7165,3.99,2.54,4.99
5609,4 oz,Advil Fever Reducer/Pain Reliever; 100 mg; Grape-Flavored Liquid ,,11694,5.49,2.54,6.59
5662,200 ea,Advil Gel Caplets ,,11747,14.99,2.54,18.74
5663,50 ea,Advil Ibuprofen Caplets ,,11748,5.99,7.49,6.49
5664,100 ct,Advil Liqui-Gels Ibuprofen ,,11749,8.39,7.49,10.49
5665,100 ea,Advil Pain Reliever/Fever Reducer; 200 mg; Coated Caplets ,,11750,8.99,7.49,11.24
5666,100 ea,Advil Pain Reliever/Fever Reducer; 200 mg; Coated Gel Caplets ,,11751,8.99,7.49,11.24
5667,50 ea,Advil Pain Reliever/Fever Reducer; 200 mg; Coated Tablets ,,11752,5.79,7.49,7.24
5668,100 ea,Advil Pain Reliever/Fever Reducer; 200 mg; Coated Tablets ,,11753,8.99,7.49,11.24
5669,200 ea,Advil Pain Reliever/Fever Reducer; 200 mg; Coated Tablets ,,11754,14.99,7.49,18.74
5670,40 ea,Advil Pain Reliever/Fever Reducer; 200 mg; Liquid Filled Capsules ,,11755,6.79,7.49,8.49
5671,80 ea,Advil Pain Reliever/Fever Reducer; 200 mg; Liquid Filled Capsules ,,11756,8.39,7.49,10.49
5672,200 ea,Advil Pain Reliever/Fever Reducer; Coated Caplets ,,11757,14.99,7.49,18.74
4902,1 ea,Air Wick Automatic Spray Aerosol; Concentrated; Comforting Vanilla Indulgence ,,11006,7.99,7.49,9.19
4903,1 ea,Air Wick Automatic Spray Aerosol; Concentrated; Fresh Waters ,,11007,7.99,7.49,9.19
4904,6 oz,Air Wick Automatic Spray Refill ,,11008,5.29,7.49,6.08
4905,0.8 oz,Air Wick Automatic Spray Refill; Fresh Waters ,,11009,5.29,7.49,6.08
4906,6.17 oz,Air Wick Automatic Spray; Fresh Waters ,,11010,12.49,7.49,14.36
4907,2 ea,Air Wick Oil Refills; Fresh Waters Scented ,,11011,5.99,7.49,6.89
4908,2 ea,Air Wick Oil Refills; Lavender & Chamomile Scented; Value Pack ,,11012,5.99,7.49,6.89
4909,1 ea,Air Wick Oil Warmer; Scented ,,11013,0.99,7.49,1.14
4910,2 ea,Air Wick Refill ,,11014,5.99,7.49,6.89
4911,0.71 oz,Air Wick Scented Oil Refill; Apple & Cinnamon Velvet ,,11015,3.59,7.49,4.13
4912,2 ea,Air Wick Scented Oil Refills; Vanilla Snow & Soft Cashmere; Value Pack ,,11016,5.99,7.49,6.89
4913,1 ea,Air Wick Scented Oil; Lavender & Vanilla ,,11017,7.99,7.49,9.19
4914,1 ea,Air Wick Scented Oil; Mountain Breeze ,,11018,7.99,7.49,9.19
2049,90 ct,Airheads® Singles Assorted Flavors ,,8153,7.79,7.49,9.15
2050,18 ct,Airheads® Xtremes Sour Belts ,,8154,7.73,7.49,9.08
4915,6.17 oz,Airwick Fresh Matic Refill Spray Fresh Waters ,,11019,5.29,7.49,6.08
4916,6.17 oz,Airwick Fresh Matic Spray Lavender ,,11020,5.29,7.49,6.08
4917,0.07 oz,Airwick Fresh Waters Oil Refills ,,11021,3.19,7.49,3.67
4918,0.71 oz,Airwick Scented Oil Refill Calming ,,11022,3.59,7.49,4.13
4919,0.71 oz,Airwick Scented Oil Refill Relaxation ,,11023,3.59,7.49,4.13
2328,4 Pieces,Airwick® Freshmatic®  Mini + 3 Refills,,8441,15.68,7.49,18.42
2329,7 Pieces,Airwick® Scented Oils - 3 Warmers + 4 Refills,,8442,9.76,7.49,11.47
2330,5 Pieces,Airwick® Scented Oils - 5 Pack Refills,,8443,9.76,7.49,11.47
5154,34 oz,Ajax Dish Liquid Antibacterial Orange ,,11263,2.55,7.49,3.19
5155,34 oz,Ajax Dish Liquid Lemon ,,11264,2.55,7.49,3.19
5156,34 oz,Ajax Dish Liquid Ruby Red Grapefruit w/Bleach ,,11265,2.55,7.49,3.19
1092,32 oz,Alba Bath & Shower Gel ,,7166,15.99,7.49,19.99
1093,7 oz,Alba Body Wash ,,7167,8.49,7.49,10.61
1094,12 oz,Alba Very Emollient Bath & Shower Gel ,,7168,9.49,7.49,11.86
4136,22 oz,Alexia Fam Sz Oven Reds Olive Oil Parmesan Garlic ,,10233,3.29,7.49,3.95
4137,20 oz,Alexia Julienne Sweet Potato Fries ,,10234,3.29,7.49,3.95
4138,22 oz,Alexia Organic Yukon Gold Juliene Fries w/Sea Salt ,,10235,3.29,7.49,3.95
2364,172 OZ JUG,All® 2X Free & Clear Detergent - 110 Loads,,8477,13.87,7.49,16.3
2783,1 BAR,Almond Joy,,8903,0.64,7.49,0.84
396,10 ea,Alpine Instant Drink Mix; Sugar Free; Spiced Apple Cider ,,6470,2.49,7.49,3.06
2814,1.7 OZ PKG,Altoids Curiously Strong Peppermint,,8934,1.99,7.49,2.65
743,32 ct pkg,Always Ultra Thin Pads - Long Super,,6817,5.52,7.49,5.74
744,28 ct pkg,Always Ultra Thin Pads - Overnight,,6818,5.52,7.49,5.74
742,36 ct pkg,Always Ultra Thin Pads - Regular,,6816,5.52,7.49,5.74
741,36 ct pkg,Always Ultra Thin Pads - Slender,,6815,5.52,7.49,5.74
2201,5 lb pkg,Apples Fuji - 5 lb pkg,,8314,5.88,7.49,6.91
2202,6 lbs,Apples Red Delicious - 6 lbs,,8315,7.88,7.49,9.26
348,10 ea,Arizona Iced Tea/Lemonade Stix; Half & Half ,,6422,2.99,7.49,3.65
5219,144 ea,Arm & Hammer Essentials Fabric Softener Sheets Mountain Rain ,,11328,3.99,7.49,4.83
4920,1 lb,Arm & Hammer Fridge-N-Freezer Odor Absorber Baking Soda ,,11024,0.99,7.49,1.14
4921,30 oz,Arm & Hammer Odor & Dirt Eliminator; Plus Oxi Clean Dirt Fighters; Carpet & Room ,,11025,1.89,7.49,2.17
5102,30 oz,Arm & Hammer Odor Eliminating Powder - Country Breeze,,11210,1.89,7.49,2.46
5103,30 oz,Arm & Hammer Odor Eliminating Powder - Island Mist,,11211,1.89,7.49,2.46
5104,30 oz,Arm & Hammer Odor Eliminating Powder - Pet Hair Release,,11212,1.89,7.49,2.46
4922,30 oz,Arm & Hammer Odor Eliminator ,,11026,1.89,7.49,2.17
4923,30 oz,Arm & Hammer Odor Eliminator For Carpet & Room ,,11027,1.89,7.49,2.17
5113,32 oz,Armstrong Floor Cleaner; Concentrated; Citrus Fresh ,,11221,4.99,7.49,5.84
1484,11 oz,Aunt Millie's Blueberry Muffins ,,7558,1.99,7.49,2.69
1485,6 ea,Aunt Millie's Chocolate Chip Muffins ,,7559,1.99,7.49,2.69
1366,16 oz,Aunt Millie's Cranberry Apple Swirl Bread ,,7440,2.99,7.49,3.65
1367,8 ea,Aunt Millie's Deli Mini Sub Buns ,,7441,2.99,7.49,3.65
1368,8 ea,Aunt Millie's Deli Onion Buns ,,7442,2.99,7.49,3.65
1369,6 ea,Aunt Millie's Deli Super Sub Rolls ,,7443,2.99,7.49,3.65
1370,17 oz,Aunt Millie's Deluxe Hearth Whole Wheat Hamburger Buns ,,7444,2.5,7.49,3.05
1371,8 ea,Aunt Millie's Deluxe White Hamburger Buns ,,7445,2.79,7.49,3.4
1372,8 ct,Aunt Millie's Deluxe White Hot Dog Buns ,,7446,2.79,7.49,3.4
1374,17 oz,Aunt Millie's Hearth 100% Whole Wheat Hamburger Buns ,,7448,2.5,7.49,3.05
1375,8 ea,Aunt Millie's Hearth Classic Seed Aunt Milliesburger Buns ,,7449,2.5,7.49,3.05
1376,28 oz,Aunt Millie's Hearth Honey Crunchy Oat Bread ,,7450,2.69,7.49,3.28
1377,12 oz,Aunt Millie's Hearth Whole Grain Deluxe Hot Dog Buns ,,7451,2.5,7.49,3.05
1378,8 ea,Aunt Millie's Homestyle Hamburger Buns ,,7452,2.69,7.49,3.28
1379,12 oz,Aunt Millie's Homestyle White Hamburger Buns 8 Count ,,7453,1.5,7.49,1.83
1380,21 oz,Aunt Millie's Homestyle White Hot Dog Buns ,,7454,1.5,7.49,1.83
1381,14 oz,Aunt Millie's Homestyle Whole Grain Wheat Buns ,,7455,1.5,7.49,1.83
1382,8 ea,Aunt Millie's Honey Hot Dog Buns ,,7456,2.69,7.49,3.28
1383,8 ea,Aunt Millie's Mini Deli Wheat Sub Buns ,,7457,2.99,7.49,3.65
1387,24 oz,Aunt Millie's Old Fashion Whole Grain Dinner Rolls ,,7461,3.19,7.49,3.89
1384,8 ct,Aunt Millie's Old Fashioned Hot Dog Buns ,,7458,3.19,7.49,3.89
1385,8 ct,Aunt Millie's Old Fashioned White Hamburger Buns ,,7459,3.19,7.49,3.89
1386,8 ea,Aunt Millie's Rolls; Enriched; Deli Style; Kaiser ,,7460,2.99,7.49,3.65
1486,6 ea,Aunt Millie's Whole Grain Brownie Muffins ,,7560,1.99,7.49,2.69
1373,12 ct,Aunt Millies Hawaiian Dinner Rolls ,,7447,3.19,7.49,3.89
1095,8 oz,Aura Cacia Aromatherapy Body Wash ,,7169,9.99,7.49,12.49
1096,8 oz,Aura Cacia Body Wash ,,7170,9.99,7.49,12.49
2096,2.12 oz. pkgs,Austin Zoo® Animal Crackers - 36 Pack,,8200,7.22,7.49,8.48
1937,2 oz bags,Austin® Zoo Animal Crackers - 36 Pack,,8026,7.22,7.49,8.48
1097,12 oz,Avalon Organics Bath & Shower Gel ,,7171,9.99,7.49,12.49
1016,12 oz,Aveeno Daily Moisturizing Body Wash ,,7090,6.49,7.49,8.11
693,8 OZ tube,Aveeno Daily Moisturizing Lotion - Daily Fragrance Free,,6767,6.89,7.49,6.69
694,8 OZ tube,Aveeno Daily Moisturizing Lotion - Dry Skin Fragrance Free,,6768,6.89,7.49,6.69
1017,12 oz,Aveeno Positively Radiant Exfoliating Body Wash ,,7091,6.49,7.49,8.11
1018,18 oz,Aveeno Skin Relief Body Wash ,,7092,7.99,7.49,9.99
1019,12 oz,Aveeno Stress Relief Body Wash ,,7093,6.49,7.49,8.11
2240,5 ct,Avocado Hass - 5 ct,,8353,4.88,7.49,5.73
715,2.7 OZ STICK,Axe Deodorant Solid - Clix,,6789,3.59,7.49,3.54
716,2.7 OZ STICK,Axe Deodorant Solid - Essence,,6790,3.59,7.49,3.54
717,2.7 OZ STICK,Axe Deodorant Solid - Phoenix,,6791,3.59,7.49,3.54
718,2.7 OZ STICK,Axe Deodorant Solid - Touch,,6792,3.59,7.49,3.54
1020,18 oz,Axe Shower Gel - Phoenix ,,7094,5.99,7.49,7.49
1021,12 oz,Axe Shower Gel; Fever ,,7095,3.84,7.49,4.8
1022,12 oz,Axe Shower Gel; Revitalizing ,,7096,3.84,7.49,4.8
1023,12 oz,Axe Shower Gel; Revitalizing; Dark Temptation ,,7097,3.84,7.49,4.8
1024,12 oz,Axe Shower Gel; Revitalizing; Instinct ,,7098,3.84,7.49,4.8
1025,12 oz,Axe Shower Gel; Revitalizing; Kilo ,,7099,3.84,7.49,4.8
1026,12 oz,Axe Shower Gel; Revitalizing; Phoenix ,,7100,3.84,7.49,4.8
1027,12 oz,Axe Shower Gel; Sensitive ,,7101,3.84,7.49,4.8
1028,12 oz,Axe Shower Gel; Shock ,,7102,3.84,7.49,4.8
1029,12 oz,Axe Shower Scrub; Snake Peel ,,7103,3.84,7.49,4.8
1030,12 oz,Axe Skin Contact Smoothing Shower Scrub For Smooth Energized Skin With Cactus Milk & Scrubs ,,7104,3.84,7.49,4.8
1031,1.69 oz,Axe Trial Vice Shower Gel ,,7105,1.07,7.49,1.34
1903,1 gallon jar,B&G® Sauerkraut- 1 Gallon,,7992,4.24,7.49,4.98
2270,500 ct Box,"Bakers & Chefs® Aluminum Foil Sheets - 12""",,8383,10.44,7.49,12.27
2271,500 ct Box,"Bakers & Chefs® Aluminum Foil Sheets - 9""",,8384,7.28,7.49,8.55
2300,6 ct pkg,"Bakers & Chefs® Classic White Table Covers - 54"" x 108""",,8413,4.27,7.49,5.02
2297,600 ct.,Bakers & Chefs® White Plastic Spoons,,8410,9.84,7.49,11.56
2380,3.5 lbs,Ball Park® Beef Franks - 3.5 lb pkg,,8493,7.13,7.49,8.38
2381,3.5 lbs,Ball Park® Franks - 3.5 lb pkg,,8494,6.26,7.49,7.36
2552,12 oz,Bare Naked All Natural Granola - Fruit & Nut ,,8678,3.69,7.49,4.61
490,12 OZ CAN,Barq's Root Beer,,6564,4.5,7.49,4.89
491,12 OZ CAN,Barq's Root Beer - Diet,,6565,4.5,7.49,4.89
2553,16 oz,Basic 4 Cereal ,,8679,4.19,7.49,5.24
5673,100 ea,Bayer Aspirin; 325 mg; Coated Tablets ,,11758,6.49,7.49,8.11
5674,200 ea,Bayer Aspirin; 325 mg; Coated Tablets ,,11759,10.49,7.49,13.11
5610,36 ea,Bayer Aspirin; Low Dose Baby; 81 mg; Cherry; Chewable Tablets ,,11695,2.24,7.49,2.69
5611,36 ea,Bayer Aspirin; Low Dose Baby; 81 mg; Orange; Chewable Tablets ,,11696,2.24,7.49,2.69
5612,3 ea,Bayer Aspirin; Low Dose Baby; Orange; 81 mg; Tablets ,,11697,6.47,7.49,7.76
5675,200 ea,Bayer Aspirin; Low Dose; 81 mg; Enteric Coated Tablets ,,11760,9.99,7.49,12.49
5676,300 ea,Bayer Aspirin; Low Dose; 81 mg; Enteric Coated Tablets ,,11761,11.99,7.49,14.99
5677,32 ea,Bayer Aspirin; Low Dose; Safety Coated Baby; 81 mg; Tablets ,,11762,2.24,7.49,2.8
5678,100 ea,Bayer Pain Reliever; 325 mg; Enteric Coated Caplets ,,11763,6.49,7.49,8.11
5679,100 ea,Bayer Pain Reliever/Adjuvant; Extra Strength; Coated Caplets ,,11764,6.89,7.49,8.61
5680,50 ea,Bayer Pain Reliever/Fever Reducer; 325 mg; Coated Tablets ,,11765,4.79,7.49,5.99
5681,100 ea,Bayer Pain Reliever/Fever Reducer; Extra Strength; 500 mg; Coated Caplets ,,11766,6.89,7.49,8.61
5682,50 ea,Bayer Plus Extra Strength Caplets 500mg ,,11767,5.39,7.49,6.74
5683,40 ea,Bayer PM Extra Strength Caplets ,,11768,4.94,7.49,6.18
2554,12 oz,Bear Naked Granola Peak Protein ,,8680,3.69,7.49,4.61
4169,1 pt,Ben & Jerry's Banana Split Ice Cream ,,10266,3.39,7.49,4.07
4170,1 pt,Ben & Jerry's Berried Treasure Sorbet ,,10267,3.39,7.49,4.07
4171,1 pt,Ben & Jerry's Cheese Cake Brownie Ice Cream ,,10268,3.39,7.49,4.07
4172,16 oz,Ben & Jerry's Cherry Garcia ice Cream ,,10269,3.39,7.49,4.07
4173,1 pt,Ben & Jerry's Cherry Garcia Low Fat Ice Cream ,,10270,3.39,7.49,4.07
4174,16 oz,Ben & Jerry's Chocolate Cookie Dough Ice Cream ,,10271,3.39,7.49,4.07
4175,16 oz,Ben & Jerry's Chocolate Fudge Brownie ,,10272,3.39,7.49,4.07
4176,16 oz,Ben & Jerry's Chubby Hubby Ice Cream ,,10273,3.39,7.49,4.07
4177,16 oz,Ben & Jerry's Chunky Monkey Ice Cream ,,10274,3.39,7.49,4.07
4178,16 oz,Ben & Jerry's Coffee Heath Bar Crunch Ice Cream ,,10275,3.39,7.49,4.07
4179,1 pt,Ben & Jerry's Half Baked 2 Twisted Frozen Yogurts ,,10276,3.39,7.49,4.07
4180,16 oz,Ben & Jerry's Half Baked 2 Twisted Ice Creams ,,10277,3.39,7.49,4.07
4181,3.6 oz,Ben & Jerry's Ice Cream Cookie Dough ,,10278,1.25,7.49,1.5
4182,1 pt,Ben & Jerry's Ice Cream; Cake Batter ,,10279,3.39,7.49,4.07
4183,3.6 oz,Ben & Jerry's Ice Cream; Cherry Garcia ,,10280,1.25,7.49,1.5
4184,3.6 oz,Ben & Jerry's Ice Cream; Chocolate Fudge Brownie ,,10281,1.25,7.49,1.5
4185,1 pt,Ben & Jerry's Ice Cream; Chocolate Macadamia ,,10282,3.39,7.49,4.07
4186,1 pt,Ben & Jerry's Ice Cream; Triple Caramel Chunk ,,10283,3.39,7.49,4.07
4187,16 oz,Ben & Jerry's Karamel Sutra Ice Cream ,,10284,3.39,7.49,4.07
4188,16 oz,Ben & Jerry's Mint Chocolate Cookie Ice Cream ,,10285,3.39,7.49,4.07
4189,16 oz,Ben & Jerry's New York Super Fudge Chunk Ice Cream ,,10286,3.39,7.49,4.07
4190,16 oz,Ben & Jerry's Peanut Butter Cup Ice Cream ,,10287,3.39,7.49,4.07
4191,1 pt,Ben & Jerry's Phish Food Ice Cream ,,10288,3.39,7.49,4.07
4192,16 oz,Ben & Jerry's Pistachio Pistachio Ice Cream ,,10289,3.39,7.49,4.07
4193,1 pt,Ben & Jerry's Shake Your Cinnamon Buns Ice Cream ,,10290,3.39,7.49,4.07
4194,1 pt,Ben & Jerry's Stephen Colberts American Dream Ice Cream ,,10291,3.39,7.49,4.07
4195,1 pt,Ben & Jerry's Strawberry Cheesecake Ice Cream ,,10292,3.39,7.49,4.07
4196,1 pt,Ben & Jerry's Turtle Soup Ice Cream ,,10293,3.39,7.49,4.07
4197,1 pt,Ben & Jerry's Vanilla Heath Bar Crunch Ice Cream ,,10294,3.39,7.49,4.07
4198,1 pt,Ben & Jerry's Whirled Peace Ice Cream ,,10295,3.39,7.49,4.07
4199,1 pt,Ben & Jerry's Willie Nelson Country Peach Cobbler Ice Cream ,,10296,3.39,7.49,4.07
3164,8 oz,Benecol Regular Spread tub ,,9284,4.49,7.49,5.43
865,6 ct,BIC Comfort 3 for Women Sensitive Skin Bonus ,,6939,3.17,7.49,4.12
866,3 ea,Bic Shavers ,,6940,5.99,7.49,7.79
867,4 ea,Bic Shavers; for Women; Sensitive Skin; Berry Scent ,,6941,3.17,7.49,4.12
868,4 ea,Bic Soleil 4 Blade System Cartridges ,,6942,6.99,7.49,9.09
869,4 ea,Bic Soleil 4 Blade System Cartridges - Shimmer ,,6943,6.99,7.49,9.09
870,1 ea,Bic Soleil 4 Blade System Razor ,,6944,6.99,7.49,9.09
871,1 ea,Bic Soleil 4 Blade System Razor - Shimmer ,,6945,6.99,7.49,9.09
872,4 ea,Bic Soleil Triple Blade for women Sensitive Skin Disposable Razors ,,6946,5.64,7.49,7.33
873,4 ea,Bic Soleil Twilight with Lavender Scented Handles ,,6947,5.64,7.49,7.33
874,10 ea,Bic Twin Select Silky Touch Disposable Razors ,,6948,3.09,7.49,4.02
584,20 ea,Bigelow Cinnamon Stick Tea ,,6658,2.69,7.49,3.28
585,20 ea,Bigelow Constant Comment Green Tea ,,6659,2.69,7.49,3.28
586,40 ea,Bigelow Constant Comment Tea ,,6660,2.99,7.49,3.65
587,20 ea,Bigelow Constant Comment Tea ,,6661,2.69,7.49,3.28
588,20 ea,Bigelow Cozy Chamomile Herb Tea ,,6662,2.69,7.49,3.28
589,20 ea,Bigelow Earl Grey Green Tea ,,6663,2.69,7.49,3.28
590,20 ea,Bigelow Earl Grey Tea ,,6664,2.69,7.49,3.28
591,20 ea,Bigelow English Teatime Tea ,,6665,2.69,7.49,3.28
583,20 ea,Bigelow Green Tea ,,6657,2.69,7.49,3.28
592,20 ea,Bigelow Green Tea With Lemon ,,6666,2.69,7.49,3.28
593,20 ea,Bigelow Green Tea with Pomegranate ,,6667,2.69,7.49,3.28
594,20 ea,Bigelow Green Tea; Decaffeinated ,,6668,2.69,7.49,3.28
595,20 ea,Bigelow Jasmime Green Tea ,,6669,2.69,7.49,3.28
596,20 ea,Bigelow Lemon Lift Tea ,,6670,2.69,7.49,3.28
597,20 ea,Bigelow Mint Medley Tea ,,6671,2.69,7.49,3.28
598,20 ea,Bigelow Orange & Spice Herb Tea ,,6672,2.69,7.49,3.28
599,20 ea,Bigelow Perfect Peach Herb Tea ,,6673,2.69,7.49,3.28
600,20 ea,Bigelow Plantation Mint Tea ,,6674,2.69,7.49,3.28
601,20 ea,Bigelow Raspberry Royale Tea ,,6675,2.69,7.49,3.28
602,20 ea,Bigelow Red Raspberry Herb Tea ,,6676,2.69,7.49,3.28
603,18 ea,Bigelow Six Assorted Herb Tea ,,6677,2.69,7.49,3.28
604,18 ea,Bigelow Six Assorted Teas Variety Pack ,,6678,2.69,7.49,3.28
605,20 ea,Bigelow Sweet Dreams Herb Tea ,,6679,2.69,7.49,3.28
606,20 ea,Bigelow Tea; Earl Grey; Decaffeinated ,,6680,2.69,7.49,3.28
607,20 ea,Bigelow Tea; Flavored with Orange and Sweet Spice; Decaffeinated ,,6681,2.69,7.49,3.28
608,20 ea,Bigelow Vanilla Caramel Tea ,,6682,2.69,7.49,3.28
609,20 ea,Bigelow Vanilla Chai Tea ,,6683,2.69,7.49,3.28
2193,4 lbs. ,Birds Eye® Asian Stir Fry Blend - Big 4.5 Lb. Bag,,8306,6.88,7.49,8.08
2194,4 lbs.,Birds Eye® Broccoli Florets- Big 4 Lb. Bag,,8307,5.88,7.49,6.91
2195,5 lbs.,Birds Eye® California Blend- Big 5 Lb. Bag,,8308,6.82,7.49,8.01
2196,5 lbs.,Birds Eye® Green Peas - Big 5 Lb. Bag,,8309,4.64,7.49,5.45
2197,24 ct. Bag,Birds Eye® Mini Corn On The Cob - 24 Pack,,8310,4.88,7.49,5.73
2198,5 lbs.,Birds Eye® Mixed Vegetables - Big 5 Lb. Bag,,8311,4.48,7.49,5.26
2199,5 lbs.,Birds Eye® Sweet Corn- Big 5 Lb. Bag,,8312,4.86,7.49,5.71
2200,5 lbs.,Birds Eye® Whole Green Beans - Big 5 Lb. Bag,,8313,5.84,7.49,6.86
2206,18 OZ PKG,Blackberries,,8319,3.98,7.49,4.68
5574,0.38 oz,Blistex External Analgesic/Lip Protectant; Value Size ,,11659,1.39,7.49,1.7
5575,0.15 oz,Blistex Lip Balm; Medicated ,,11660,0.99,7.49,1.21
5576,0.21 oz,Blistex Lip Ointment; Medicated ,,11661,1.69,7.49,2.06
5577,0.35 oz,Blistex Lip Ointment; Medicated; Value Size ,,11662,1.99,7.49,2.43
5578,0.15 oz,Blistex Lip Protectant/Sunscreen - Raspberry Lemonade Blast ,,11663,0.99,7.49,1.21
5579,0.13 oz,Blistex Lip Protectant/Sunscreen; Anti-Aging Treatment; SPF 15 ,,11664,2.19,7.49,2.67
5580,3 ea,Blistex Lip Protectant/Sunscreen; Assorted; SPF 15 ,,11665,2.77,7.49,3.38
5581,0.25 oz,Blistex Lip Protectant/Sunscreen; DCT; SPF 20 ,,11666,1.69,7.49,2.06
5582,0.15 oz,Blistex Lip Protectant/Sunscreen; Medicated; Berry Balm; SPF 15 ,,11667,0.99,7.49,1.21
5583,0.15 oz,Blistex Lip Protectant/Sunscreen; Medicated; Mint Balm; SPF 15 ,,11668,0.99,7.49,1.21
5584,0.15 oz,Blistex Lip Protectant/Sunscreen; SPF 15 ,,11669,1.69,7.49,2.06
5585,0.13 oz,Blistex Lip Protectant/Sunscreen; SPF 15 ,,11670,1.99,7.49,2.43
5586,0.14 oz,Blistex Lip Protectant/Sunscreen; SPF 15; Moisture Splash ,,11671,2.19,7.49,2.67
2207,18 oz.,Blueberries - 18 oz container,,8320,7.99,7.49,9.39
1829,2.4 oz pkgs,Bob Evans® Breakfast Burritos - 24 Pack,,7903,9.64,7.49,11.33
1098,16 oz,Bodycology Foaming Bath & Shower Gel ,,7172,4.36,7.49,5.45
1099,16 oz,Bodycology Shower Gel & Foaming Bath; Vanilla Buttercream ,,7173,4.36,7.49,5.45
5220,200 ea,Bounce Fabric Softener ,,11329,4.74,7.49,5.74
5221,100 ea,Bounce Fabric Softener ,,11330,4.74,7.49,5.74
5222,80 ea,Bounce Fabric Softener Sheets ,,11331,4.29,7.49,5.19
5223,120 ea,Bounce Fabric Softener Sheets - Lavendar ,,11332,4.74,7.49,5.74
5224,80 ea,Bounce Fabric Softener Sheets; Outdoor Fresh ,,11333,4.29,7.49,5.19
5225,70 ea,Bounce Febreze Fresh Scent Spring & Renewal ,,11334,4.29,7.49,5.19
5226,105 ea,Bounce Febreze Fresh Scent Spring & Renewal ,,11335,4.74,7.49,5.74
5227,80 ea,Bounce Fresh Linen Scent Dryer Sheets ,,11336,4.29,7.49,5.19
5228,120 ea,Bounce Fresh Linen Scent Dryer Sheets ,,11337,4.74,7.49,5.74
5229,120 ea,Bounce Outdoor Fresh Scent Dryer Sheets ,,11338,4.74,7.49,5.74
4764,18 ea,Bounty To-Go Mini-Towels ,,10869,0.96,7.49,1.24
2324,12 ROLL PKG,Bounty® Quilted Paper Towel - 12 Mega Rolls,,8437,18.48,7.49,21.71
3658,16 oz,Breakstone's All Natural Sour Cream ,,9777,2.29,7.49,2.86
3659,16 oz,Breakstone's Fat Free Sour Cream ,,9778,2.29,7.49,2.86
3660,16 oz,Breakstone's Reduced Fat Sour Cream ,,9779,2.29,7.49,2.86
4200,1.75 qt,Breyer's Brownie Mud Pie Ice Cream ,,10297,3.99,7.49,4.79
4201,1.5 qt,Breyer's Cherry Vanilla Ice Cream ,,10298,3.99,7.49,4.79
4202,1.5 qt,Breyer's Chocolate Chip Ice Cream ,,10299,3.99,7.49,4.79
4203,1.5 qt,Breyer's Cookie N Cream Ice Cream ,,10300,3.99,7.49,4.79
